dataset,filename,label,label_name,subgroup,contamination,orig_filename,decode_path,score_v1_2_4,score_v1_2_5,score_v1_2_6,score_xgb_v1_2_6
asvspoof5,real/E_0000212830.flac,0,real,bonafide,,,native,0.565104,0.664159,0.764262,0.220003
asvspoof5,real/E_0000212916.flac,0,real,bonafide,,,native,0.193215,0.732465,0.849457,0.998868
asvspoof5,real/E_0000218057.flac,0,real,bonafide,,,native,0.250794,0.648523,0.645929,0.978332
asvspoof5,real/E_0000218100.flac,0,real,bonafide,,,native,0.311106,0.817473,0.70897,0.99886
asvspoof5,real/E_0000220167.flac,0,real,bonafide,,,native,0.257412,0.346673,0.405207,0.003627
asvspoof5,real/E_0000231993.flac,0,real,bonafide,,,native,0.664408,0.875454,0.855364,0.992128
asvspoof5,real/E_0000243846.flac,0,real,bonafide,,,native,0.241708,0.676211,0.907813,0.999882
asvspoof5,real/E_0000244527.flac,0,real,bonafide,,,native,0.701361,0.763057,0.826636,0.012183
asvspoof5,real/E_0000258329.flac,0,real,bonafide,,,native,0.322212,0.894563,0.960414,0.999998
asvspoof5,real/E_0000267596.flac,0,real,bonafide,,,native,0.442024,0.875657,0.885396,0.999379
asvspoof5,real/E_0000274402.flac,0,real,bonafide,,,native,0.452789,0.931309,0.988655,0.999952
asvspoof5,real/E_0000279501.flac,0,real,bonafide,,,native,0.155143,0.56912,0.805153,0.999751
asvspoof5,real/E_0000284052.flac,0,real,bonafide,,,native,0.317276,0.489504,0.680345,0.986183
asvspoof5,real/E_0000297406.flac,0,real,bonafide,,,native,0.200286,0.84702,0.974998,0.999943
asvspoof5,real/E_0000300235.flac,0,real,bonafide,,,native,0.539081,0.669321,0.665747,0.074335
asvspoof5,real/E_0000301101.flac,0,real,bonafide,,,native,0.295702,0.839607,0.976809,0.999981
asvspoof5,real/E_0000309815.flac,0,real,bonafide,,,native,0.283463,0.551204,0.531163,0.995618
asvspoof5,real/E_0000316097.flac,0,real,bonafide,,,native,0.334901,0.809348,0.929795,0.99999
asvspoof5,real/E_0000324440.flac,0,real,bonafide,,,native,0.470315,0.834087,0.842726,0.999757
asvspoof5,real/E_0000340345.flac,0,real,bonafide,,,native,0.177759,0.725821,0.961972,0.998397
asvspoof5,real/E_0000342363.flac,0,real,bonafide,,,native,0.643025,0.886531,0.870266,0.999445
asvspoof5,real/E_0000356812.flac,0,real,bonafide,,,native,0.39827,0.482074,0.314818,0.001289
asvspoof5,real/E_0000365251.flac,0,real,bonafide,,,native,0.248515,0.258516,0.331298,0.860851
asvspoof5,real/E_0000372569.flac,0,real,bonafide,,,native,0.351228,0.764376,0.631958,0.995264
asvspoof5,real/E_0000378215.flac,0,real,bonafide,,,native,0.634187,0.702834,0.553462,0.950534
asvspoof5,real/E_0000378894.flac,0,real,bonafide,,,native,0.521168,0.73309,0.41688,0.087989
asvspoof5,real/E_0000386872.flac,0,real,bonafide,,,native,0.311069,0.509398,0.321339,0.532617
asvspoof5,real/E_0000395445.flac,0,real,bonafide,,,native,0.586117,0.676483,0.681167,0.165008
asvspoof5,real/E_0000395669.flac,0,real,bonafide,,,native,0.461341,0.712671,0.762544,0.997407
asvspoof5,real/E_0000406588.flac,0,real,bonafide,,,native,0.391309,0.89685,0.942596,0.999987
asvspoof5,real/E_0000440960.flac,0,real,bonafide,,,native,0.391379,0.809677,0.859612,0.993625
asvspoof5,real/E_0000453314.flac,0,real,bonafide,,,native,0.634245,0.948817,0.981621,0.999941
asvspoof5,real/E_0000453757.flac,0,real,bonafide,,,native,0.810545,0.890619,0.954567,0.999421
asvspoof5,real/E_0000464506.flac,0,real,bonafide,,,native,0.219904,0.583249,0.782634,0.999907
asvspoof5,real/E_0000467238.flac,0,real,bonafide,,,native,0.342219,0.66708,0.731745,0.362875
asvspoof5,real/E_0000483820.flac,0,real,bonafide,,,native,0.214422,0.789679,0.967479,0.999998
asvspoof5,real/E_0000491411.flac,0,real,bonafide,,,native,0.492668,0.495842,0.648714,0.9741
asvspoof5,real/E_0000493914.flac,0,real,bonafide,,,native,0.239189,0.236792,0.187388,0.009278
asvspoof5,real/E_0000494199.flac,0,real,bonafide,,,native,0.499668,0.808134,0.879143,0.999121
asvspoof5,real/E_0000560695.flac,0,real,bonafide,,,native,0.30743,0.585804,0.723866,0.999989
asvspoof5,real/E_0000582627.flac,0,real,bonafide,,,native,0.226593,0.827751,0.976088,0.999997
asvspoof5,real/E_0000586286.flac,0,real,bonafide,,,native,0.10747,0.641416,0.937591,0.999576
asvspoof5,real/E_0000591251.flac,0,real,bonafide,,,native,0.561688,0.884173,0.947913,0.999692
asvspoof5,real/E_0000598235.flac,0,real,bonafide,,,native,0.317334,0.575961,0.728094,0.942547
asvspoof5,real/E_0000600578.flac,0,real,bonafide,,,native,0.776209,0.951659,0.977855,0.999519
asvspoof5,real/E_0000616814.flac,0,real,bonafide,,,native,0.164875,0.630922,0.726755,0.999393
asvspoof5,real/E_0000620787.flac,0,real,bonafide,,,native,0.182973,0.492299,0.658843,0.999445
asvspoof5,real/E_0000626300.flac,0,real,bonafide,,,native,0.170004,0.291936,0.328337,0.456515
asvspoof5,real/E_0000630850.flac,0,real,bonafide,,,native,0.392636,0.341374,0.318525,0.005561
asvspoof5,real/E_0000641022.flac,0,real,bonafide,,,native,0.670973,0.931267,0.979619,0.999475
asvspoof5,real/E_0000648179.flac,0,real,bonafide,,,native,0.200707,0.575463,0.701959,0.99976
asvspoof5,real/E_0000675876.flac,0,real,bonafide,,,native,0.299998,0.221994,0.046633,0.002593
asvspoof5,real/E_0000685013.flac,0,real,bonafide,,,native,0.419397,0.780635,0.824739,0.999328
asvspoof5,real/E_0000686650.flac,0,real,bonafide,,,native,0.420927,0.852443,0.929929,0.998372
asvspoof5,real/E_0000698076.flac,0,real,bonafide,,,native,0.586727,0.687248,0.864793,0.379735
asvspoof5,real/E_0000701530.flac,0,real,bonafide,,,native,0.434815,0.902833,0.97044,0.999973
asvspoof5,real/E_0000705585.flac,0,real,bonafide,,,native,0.352772,0.371773,0.168957,0.000939
asvspoof5,real/E_0000719769.flac,0,real,bonafide,,,native,0.349414,0.78575,0.937127,0.999621
asvspoof5,real/E_0000724139.flac,0,real,bonafide,,,native,0.396009,0.897268,0.933645,0.999242
asvspoof5,real/E_0000743772.flac,0,real,bonafide,,,native,0.484882,0.641894,0.608752,0.60155
asvspoof5,real/E_0000744570.flac,0,real,bonafide,,,native,0.542855,0.704403,0.777459,0.866102
asvspoof5,real/E_0000755039.flac,0,real,bonafide,,,native,0.219165,0.321907,0.242332,0.398649
asvspoof5,real/E_0000760945.flac,0,real,bonafide,,,native,0.205368,0.47957,0.680765,0.973495
asvspoof5,real/E_0000775283.flac,0,real,bonafide,,,native,0.190627,0.908281,0.994289,0.999938
asvspoof5,real/E_0000777245.flac,0,real,bonafide,,,native,0.159623,0.15275,0.088106,0.134963
asvspoof5,real/E_0000786412.flac,0,real,bonafide,,,native,0.77213,0.924402,0.966259,0.999884
asvspoof5,real/E_0000798037.flac,0,real,bonafide,,,native,0.689255,0.948784,0.977894,0.99927
asvspoof5,real/E_0000805397.flac,0,real,bonafide,,,native,0.303913,0.275288,0.271107,0.005658
asvspoof5,real/E_0000818148.flac,0,real,bonafide,,,native,0.306331,0.700357,0.833949,0.99868
asvspoof5,real/E_0000833269.flac,0,real,bonafide,,,native,0.335903,0.383637,0.113684,0.001788
asvspoof5,real/E_0000843070.flac,0,real,bonafide,,,native,0.223008,0.810788,0.935275,0.999964
asvspoof5,real/E_0000854001.flac,0,real,bonafide,,,native,0.86661,0.9758,0.995432,0.998436
asvspoof5,real/E_0000863881.flac,0,real,bonafide,,,native,0.221495,0.453862,0.536671,0.992621
asvspoof5,real/E_0000878321.flac,0,real,bonafide,,,native,0.238279,0.600974,0.536162,0.992736
asvspoof5,real/E_0000888608.flac,0,real,bonafide,,,native,0.247652,0.41532,0.446156,0.728962
asvspoof5,real/E_0000892258.flac,0,real,bonafide,,,native,0.246135,0.705076,0.80902,0.999769
asvspoof5,real/E_0000907631.flac,0,real,bonafide,,,native,0.390862,0.259272,0.104499,0.863421
asvspoof5,real/E_0000911700.flac,0,real,bonafide,,,native,0.242385,0.70892,0.955168,0.999559
asvspoof5,real/E_0000919461.flac,0,real,bonafide,,,native,0.591166,0.74196,0.839432,0.814111
asvspoof5,real/E_0000932424.flac,0,real,bonafide,,,native,0.176057,0.647919,0.921127,0.999908
asvspoof5,real/E_0000937511.flac,0,real,bonafide,,,native,0.518193,0.88681,0.979365,0.999967
asvspoof5,real/E_0000942062.flac,0,real,bonafide,,,native,0.358082,0.392823,0.29151,0.014032
asvspoof5,real/E_0000945935.flac,0,real,bonafide,,,native,0.247856,0.692441,0.929671,0.999974
asvspoof5,real/E_0000997926.flac,0,real,bonafide,,,native,0.688846,0.773064,0.675999,0.970617
asvspoof5,real/E_0000999248.flac,0,real,bonafide,,,native,0.587104,0.727166,0.732492,0.184444
asvspoof5,real/E_0001005631.flac,0,real,bonafide,,,native,0.386108,0.808002,0.786352,0.995201
asvspoof5,real/E_0001008919.flac,0,real,bonafide,,,native,0.277488,0.884791,0.801436,0.993131
asvspoof5,fake/E_0000003652.flac,1,fake,A24,,,native,0.739908,0.902011,0.957553,0.93139
asvspoof5,fake/E_0000004248.flac,1,fake,A27,,,native,0.945561,0.98498,0.998974,0.999653
asvspoof5,fake/E_0000027711.flac,1,fake,A25,,,native,0.679268,0.739482,0.8075,0.9976
asvspoof5,fake/E_0000028151.flac,1,fake,A26,,,native,0.553052,0.920128,0.994145,0.999975
asvspoof5,fake/E_0000045418.flac,1,fake,A24,,,native,0.257517,0.644921,0.795539,0.995369
asvspoof5,fake/E_0000054846.flac,1,fake,A32,,,native,0.855169,0.967026,0.993821,0.997595
asvspoof5,fake/E_0000059499.flac,1,fake,A23,,,native,0.538176,0.725891,0.730714,0.970228
asvspoof5,fake/E_0000061052.flac,1,fake,A26,,,native,0.725761,0.968709,0.995086,0.999999
asvspoof5,fake/E_0000063540.flac,1,fake,A32,,,native,0.88848,0.988096,0.999288,0.999862
asvspoof5,fake/E_0000069338.flac,1,fake,A25,,,native,0.89505,0.970175,0.994563,0.997972
asvspoof5,fake/E_0000083516.flac,1,fake,A24,,,native,0.728277,0.830024,0.928136,0.986132
asvspoof5,fake/E_0000088236.flac,1,fake,A32,,,native,0.920648,0.989051,0.99955,0.999785
asvspoof5,fake/E_0000102025.flac,1,fake,A26,,,native,0.93352,0.9619,0.995894,0.999814
asvspoof5,fake/E_0000107331.flac,1,fake,A21,,,native,0.543066,0.866368,0.985759,0.999999
asvspoof5,fake/E_0000118851.flac,1,fake,A21,,,native,0.436419,0.436735,0.374263,0.268667
asvspoof5,fake/E_0000118931.flac,1,fake,A28,,,native,0.232153,0.355302,0.393748,0.225696
asvspoof5,fake/E_0000149641.flac,1,fake,A32,,,native,0.972292,0.982115,0.999328,0.999992
asvspoof5,fake/E_0000152221.flac,1,fake,A26,,,native,0.851537,0.96468,0.980283,0.999942
asvspoof5,fake/E_0000162085.flac,1,fake,A22,,,native,0.170678,0.565961,0.897251,0.999804
asvspoof5,fake/E_0000168972.flac,1,fake,A19,,,native,0.954716,0.98833,0.999777,0.999934
asvspoof5,fake/E_0000186959.flac,1,fake,A25,,,native,0.831489,0.821261,0.924503,0.999807
asvspoof5,fake/E_0000188550.flac,1,fake,A27,,,native,0.945148,0.963777,0.996885,0.999906
asvspoof5,fake/E_0000195117.flac,1,fake,A25,,,native,0.887761,0.968017,0.992615,0.999223
asvspoof5,fake/E_0000199448.flac,1,fake,A29,,,native,0.801279,0.916935,0.935909,0.998974
asvspoof5,fake/E_0000200375.flac,1,fake,A26,,,native,0.411838,0.947251,0.976296,0.999989
asvspoof5,fake/E_0000201952.flac,1,fake,A17,,,native,0.71303,0.873871,0.906004,0.994942
asvspoof5,fake/E_0000248389.flac,1,fake,A19,,,native,0.894381,0.957281,0.998212,0.9994
asvspoof5,fake/E_0000249729.flac,1,fake,A22,,,native,0.638002,0.966809,0.996438,0.999987
asvspoof5,fake/E_0000253706.flac,1,fake,A24,,,native,0.250459,0.525555,0.790187,0.9703
asvspoof5,fake/E_0000255505.flac,1,fake,A22,,,native,0.616662,0.74621,0.825464,0.842955
asvspoof5,fake/E_0000259988.flac,1,fake,A30,,,native,0.842851,0.908131,0.963269,0.988497
asvspoof5,fake/E_0000261216.flac,1,fake,A20,,,native,0.8389,0.989136,0.999768,0.999976
asvspoof5,fake/E_0000266114.flac,1,fake,A20,,,native,0.888726,0.993847,0.999907,0.999827
asvspoof5,fake/E_0000269181.flac,1,fake,A25,,,native,0.907231,0.959998,0.905572,0.93699
asvspoof5,fake/E_0000279821.flac,1,fake,A31,,,native,0.720683,0.954192,0.991788,0.999907
asvspoof5,fake/E_0000288924.flac,1,fake,A29,,,native,0.575638,0.917283,0.938866,0.99965
asvspoof5,fake/E_0000290498.flac,1,fake,A27,,,native,0.923853,0.993445,0.999372,0.999261
asvspoof5,fake/E_0000309826.flac,1,fake,A25,,,native,0.823979,0.975998,0.989523,0.999975
asvspoof5,fake/E_0000316432.flac,1,fake,A20,,,native,0.961177,0.984919,0.99728,0.997845
asvspoof5,fake/E_0000318834.flac,1,fake,A19,,,native,0.923716,0.950084,0.987478,0.998218
asvspoof5,fake/E_0000320330.flac,1,fake,A24,,,native,0.30588,0.65917,0.764581,0.999982
asvspoof5,fake/E_0000323683.flac,1,fake,A21,,,native,0.530965,0.886068,0.957169,0.99987
asvspoof5,fake/E_0000326088.flac,1,fake,A30,,,native,0.796779,0.955543,0.950362,0.990603
asvspoof5,fake/E_0000326253.flac,1,fake,A27,,,native,0.954445,0.963181,0.998073,0.999936
asvspoof5,fake/E_0000326607.flac,1,fake,A20,,,native,0.923326,0.992761,0.999781,0.999807
asvspoof5,fake/E_0000330802.flac,1,fake,A27,,,native,0.925601,0.99189,0.99916,0.99954
asvspoof5,fake/E_0000375785.flac,1,fake,A29,,,native,0.408361,0.683503,0.827738,0.997495
asvspoof5,fake/E_0000388019.flac,1,fake,A22,,,native,0.685875,0.878351,0.951268,0.979156
asvspoof5,fake/E_0000392280.flac,1,fake,A17,,,native,0.68551,0.960405,0.960825,0.998826
asvspoof5,fake/E_0000392562.flac,1,fake,A24,,,native,0.264899,0.754955,0.975926,0.999331
asvspoof5,fake/E_0000393732.flac,1,fake,A28,,,native,0.20273,0.707211,0.917129,0.999682
asvspoof5,fake/E_0000401671.flac,1,fake,A29,,,native,0.686735,0.667407,0.843482,0.996705
asvspoof5,fake/E_0000426636.flac,1,fake,A22,,,native,0.553319,0.799603,0.759203,0.225528
asvspoof5,fake/E_0000431417.flac,1,fake,A21,,,native,0.480714,0.327065,0.315866,0.998496
asvspoof5,fake/E_0000437253.flac,1,fake,A26,,,native,0.935502,0.96151,0.994352,0.999893
asvspoof5,fake/E_0000442147.flac,1,fake,A26,,,native,0.813203,0.851435,0.892602,0.981351
asvspoof5,fake/E_0000445249.flac,1,fake,A30,,,native,0.76364,0.941817,0.943287,0.998829
asvspoof5,fake/E_0000445676.flac,1,fake,A19,,,native,0.932833,0.972092,0.997052,0.999611
asvspoof5,fake/E_0000457502.flac,1,fake,A27,,,native,0.859937,0.99007,0.999577,0.999832
asvspoof5,fake/E_0000464724.flac,1,fake,A32,,,native,0.934106,0.987868,0.99921,0.999239
asvspoof5,fake/E_0000476283.flac,1,fake,A18,,,native,0.902165,0.905288,0.988344,0.999882
asvspoof5,fake/E_0000487339.flac,1,fake,A21,,,native,0.558477,0.590804,0.519495,0.26424
asvspoof5,fake/E_0000526457.flac,1,fake,A20,,,native,0.799809,0.985806,0.999082,0.99987
asvspoof5,fake/E_0000545844.flac,1,fake,A29,,,native,0.668171,0.651192,0.705076,0.998968
asvspoof5,fake/E_0000546036.flac,1,fake,A22,,,native,0.667137,0.70575,0.461359,0.050392
asvspoof5,fake/E_0000564133.flac,1,fake,A19,,,native,0.874109,0.974482,0.993592,0.994125
asvspoof5,fake/E_0000573583.flac,1,fake,A22,,,native,0.698385,0.716261,0.635979,0.396725
asvspoof5,fake/E_0000581947.flac,1,fake,A21,,,native,0.229575,0.229751,0.282392,0.106152
asvspoof5,fake/E_0000615311.flac,1,fake,A23,,,native,0.326494,0.692624,0.813598,0.997351
asvspoof5,fake/E_0000619464.flac,1,fake,A18,,,native,0.910074,0.990853,0.999728,0.999965
asvspoof5,fake/E_0000620681.flac,1,fake,A28,,,native,0.106174,0.259242,0.414895,0.98463
asvspoof5,fake/E_0000666316.flac,1,fake,A26,,,native,0.842618,0.969976,0.988099,0.999474
asvspoof5,fake/E_0000686063.flac,1,fake,A32,,,native,0.894875,0.991465,0.998573,0.999745
asvspoof5,fake/E_0000699968.flac,1,fake,A19,,,native,0.705091,0.97936,0.999227,0.999961
asvspoof5,fake/E_0000701415.flac,1,fake,A23,,,native,0.443857,0.772824,0.805947,0.999249
asvspoof5,fake/E_0000703126.flac,1,fake,A32,,,native,0.874081,0.984142,0.999183,0.999971
asvspoof5,fake/E_0000705711.flac,1,fake,A32,,,native,0.947237,0.991889,0.999518,0.999825
asvspoof5,fake/E_0000744360.flac,1,fake,A29,,,native,0.625651,0.80055,0.790531,0.969871
asvspoof5,fake/E_0000751024.flac,1,fake,A28,,,native,0.229584,0.553848,0.408681,0.831795
asvspoof5,fake/E_0000759160.flac,1,fake,A21,,,native,0.499241,0.709462,0.901184,0.99431
asvspoof5,fake/E_0000766736.flac,1,fake,A26,,,native,0.716878,0.883897,0.963352,0.99687
asvspoof5,fake/E_0000768791.flac,1,fake,A17,,,native,0.839925,0.858691,0.761977,0.971989
asvspoof5,fake/E_0000777284.flac,1,fake,A17,,,native,0.688787,0.538101,0.559254,0.998927
asvspoof5,fake/E_0000788516.flac,1,fake,A23,,,native,0.380502,0.864007,0.987034,0.999991
asvspoof5,fake/E_0000804085.flac,1,fake,A18,,,native,0.777572,0.970901,0.995747,0.999952
asvspoof5,fake/E_0000864233.flac,1,fake,A30,,,native,0.935924,0.973493,0.996425,0.998451
asvspoof5,fake/E_0000866137.flac,1,fake,A26,,,native,0.88288,0.948229,0.991991,0.999546
asvspoof5,fake/E_0000872463.flac,1,fake,A21,,,native,0.26478,0.45868,0.602873,0.846048
asvspoof5,fake/E_0000887837.flac,1,fake,A24,,,native,0.256978,0.638832,0.852677,0.999999
asvspoof5,fake/E_0000906884.flac,1,fake,A28,,,native,0.345771,0.56579,0.713212,0.978908
asvspoof5,fake/E_0000922071.flac,1,fake,A29,,,native,0.322157,0.750035,0.780872,0.999897
asvspoof5,fake/E_0000944755.flac,1,fake,A26,,,native,0.795371,0.969934,0.993135,0.999981
asvspoof5,fake/E_0000950987.flac,1,fake,A32,,,native,0.92083,0.987558,0.99932,0.999447
asvspoof5,fake/E_0000952071.flac,1,fake,A21,,,native,0.435886,0.702671,0.880007,0.999851
asvspoof5,fake/E_0000962592.flac,1,fake,A19,,,native,0.896851,0.985961,0.999312,0.999824
asvspoof5,fake/E_0000985022.flac,1,fake,A28,,,native,0.166204,0.421569,0.75979,0.988264
asvspoof5,fake/E_0000988010.flac,1,fake,A31,,,native,0.65525,0.907966,0.97233,0.999933
asvspoof5,fake/E_0001005413.flac,1,fake,A21,,,native,0.268044,0.498492,0.729627,0.999896
asvspoof5,fake/E_0001008526.flac,1,fake,A19,,,native,0.926122,0.966587,0.997232,0.999718
asvspoof5,fake/E_0001010300.flac,1,fake,A22,,,native,0.641647,0.925591,0.983268,0.999997
mlaad,real/E_0000007662.flac,0,real,bonafide (ASVspoof5),clean,,native,0.369674,0.831274,0.898396,0.998689
mlaad,real/E_0000024370.flac,0,real,bonafide (ASVspoof5),clean,,native,0.165072,0.677966,0.927694,0.999574
mlaad,real/E_0000057807.flac,0,real,bonafide (ASVspoof5),clean,,native,0.136232,0.220632,0.462375,0.491168
mlaad,real/E_0000067756.flac,0,real,bonafide (ASVspoof5),clean,,native,0.168611,0.77426,0.973036,0.999999
mlaad,real/E_0000077522.flac,0,real,bonafide (ASVspoof5),clean,,native,0.272988,0.65434,0.714749,0.999964
mlaad,real/E_0000093696.flac,0,real,bonafide (ASVspoof5),clean,,native,0.249879,0.624349,0.749954,0.992274
mlaad,real/E_0000111870.flac,0,real,bonafide (ASVspoof5),clean,,native,0.456252,0.852547,0.922485,0.999989
mlaad,real/E_0000113090.flac,0,real,bonafide (ASVspoof5),clean,,native,0.083701,0.648173,0.977055,0.99996
mlaad,real/E_0000128744.flac,0,real,bonafide (ASVspoof5),clean,,native,0.37074,0.402926,0.409774,0.013891
mlaad,real/E_0000157655.flac,0,real,bonafide (ASVspoof5),clean,,native,0.336643,0.457142,0.433739,0.09267
mlaad,real/E_0000174762.flac,0,real,bonafide (ASVspoof5),clean,,native,0.603957,0.720955,0.659045,0.035375
mlaad,real/E_0000189610.flac,0,real,bonafide (ASVspoof5),clean,,native,0.293551,0.33356,0.205222,0.001504
mlaad,real/E_0000199195.flac,0,real,bonafide (ASVspoof5),clean,,native,0.52725,0.846265,0.90923,0.996607
mlaad,real/E_0000212830.flac,0,real,bonafide (ASVspoof5),clean,,native,0.565104,0.664159,0.764262,0.220003
mlaad,real/E_0000212916.flac,0,real,bonafide (ASVspoof5),clean,,native,0.193215,0.732465,0.849457,0.998868
mlaad,real/E_0000218057.flac,0,real,bonafide (ASVspoof5),clean,,native,0.250794,0.648523,0.645929,0.978332
mlaad,real/E_0000218100.flac,0,real,bonafide (ASVspoof5),clean,,native,0.311106,0.817473,0.70897,0.99886
mlaad,real/E_0000220167.flac,0,real,bonafide (ASVspoof5),clean,,native,0.257412,0.346673,0.405207,0.003627
mlaad,real/E_0000231993.flac,0,real,bonafide (ASVspoof5),clean,,native,0.664408,0.875454,0.855364,0.992128
mlaad,real/E_0000243846.flac,0,real,bonafide (ASVspoof5),clean,,native,0.241708,0.676211,0.907813,0.999882
mlaad,real/E_0000244527.flac,0,real,bonafide (ASVspoof5),clean,,native,0.701361,0.763057,0.826636,0.012183
mlaad,real/E_0000258329.flac,0,real,bonafide (ASVspoof5),clean,,native,0.322212,0.894563,0.960414,0.999998
mlaad,real/E_0000267596.flac,0,real,bonafide (ASVspoof5),clean,,native,0.442024,0.875657,0.885396,0.999379
mlaad,real/E_0000274402.flac,0,real,bonafide (ASVspoof5),clean,,native,0.452789,0.931309,0.988655,0.999952
mlaad,real/E_0000279501.flac,0,real,bonafide (ASVspoof5),clean,,native,0.155143,0.56912,0.805153,0.999751
mlaad,real/E_0000284052.flac,0,real,bonafide (ASVspoof5),clean,,native,0.317276,0.489504,0.680345,0.986183
mlaad,real/E_0000297406.flac,0,real,bonafide (ASVspoof5),clean,,native,0.200286,0.84702,0.974998,0.999943
mlaad,real/E_0000300235.flac,0,real,bonafide (ASVspoof5),clean,,native,0.539081,0.669321,0.665747,0.074335
mlaad,real/E_0000301101.flac,0,real,bonafide (ASVspoof5),clean,,native,0.295702,0.839607,0.976809,0.999981
mlaad,real/E_0000309815.flac,0,real,bonafide (ASVspoof5),clean,,native,0.283463,0.551204,0.531163,0.995618
mlaad,real/E_0000316097.flac,0,real,bonafide (ASVspoof5),clean,,native,0.334901,0.809348,0.929795,0.99999
mlaad,real/E_0000324440.flac,0,real,bonafide (ASVspoof5),clean,,native,0.470315,0.834087,0.842726,0.999757
mlaad,real/E_0000340345.flac,0,real,bonafide (ASVspoof5),clean,,native,0.177759,0.725821,0.961972,0.998397
mlaad,real/E_0000342363.flac,0,real,bonafide (ASVspoof5),clean,,native,0.643025,0.886531,0.870266,0.999445
mlaad,real/E_0000356812.flac,0,real,bonafide (ASVspoof5),clean,,native,0.39827,0.482074,0.314818,0.001289
mlaad,real/E_0000365251.flac,0,real,bonafide (ASVspoof5),clean,,native,0.248515,0.258516,0.331298,0.860851
mlaad,real/E_0000372569.flac,0,real,bonafide (ASVspoof5),clean,,native,0.351228,0.764376,0.631958,0.995264
mlaad,real/E_0000378215.flac,0,real,bonafide (ASVspoof5),clean,,native,0.634187,0.702834,0.553462,0.950534
mlaad,real/E_0000378894.flac,0,real,bonafide (ASVspoof5),clean,,native,0.521168,0.73309,0.41688,0.087989
mlaad,real/E_0000386872.flac,0,real,bonafide (ASVspoof5),clean,,native,0.311069,0.509398,0.321339,0.532617
mlaad,real/E_0000395445.flac,0,real,bonafide (ASVspoof5),clean,,native,0.586117,0.676483,0.681167,0.165008
mlaad,real/E_0000395669.flac,0,real,bonafide (ASVspoof5),clean,,native,0.461341,0.712671,0.762544,0.997407
mlaad,real/E_0000406588.flac,0,real,bonafide (ASVspoof5),clean,,native,0.391309,0.89685,0.942596,0.999987
mlaad,real/E_0000440960.flac,0,real,bonafide (ASVspoof5),clean,,native,0.391379,0.809677,0.859612,0.993625
mlaad,real/E_0000453314.flac,0,real,bonafide (ASVspoof5),clean,,native,0.634245,0.948817,0.981621,0.999941
mlaad,real/E_0000453757.flac,0,real,bonafide (ASVspoof5),clean,,native,0.810545,0.890619,0.954567,0.999421
mlaad,real/E_0000464506.flac,0,real,bonafide (ASVspoof5),clean,,native,0.219904,0.583249,0.782634,0.999907
mlaad,real/E_0000467238.flac,0,real,bonafide (ASVspoof5),clean,,native,0.342219,0.66708,0.731745,0.362875
mlaad,real/E_0000483820.flac,0,real,bonafide (ASVspoof5),clean,,native,0.214422,0.789679,0.967479,0.999998
mlaad,real/E_0000491411.flac,0,real,bonafide (ASVspoof5),clean,,native,0.492668,0.495842,0.648714,0.9741
mlaad,real/E_0000493914.flac,0,real,bonafide (ASVspoof5),clean,,native,0.239189,0.236792,0.187388,0.009278
mlaad,real/E_0000494199.flac,0,real,bonafide (ASVspoof5),clean,,native,0.499668,0.808134,0.879143,0.999121
mlaad,real/E_0000560695.flac,0,real,bonafide (ASVspoof5),clean,,native,0.30743,0.585804,0.723866,0.999989
mlaad,real/E_0000582627.flac,0,real,bonafide (ASVspoof5),clean,,native,0.226593,0.827751,0.976088,0.999997
mlaad,real/E_0000586286.flac,0,real,bonafide (ASVspoof5),clean,,native,0.10747,0.641416,0.937591,0.999576
mlaad,real/E_0000591251.flac,0,real,bonafide (ASVspoof5),clean,,native,0.561688,0.884173,0.947913,0.999692
mlaad,real/E_0000598235.flac,0,real,bonafide (ASVspoof5),clean,,native,0.317334,0.575961,0.728094,0.942547
mlaad,real/E_0000600578.flac,0,real,bonafide (ASVspoof5),clean,,native,0.776209,0.951659,0.977855,0.999519
mlaad,real/E_0000616814.flac,0,real,bonafide (ASVspoof5),clean,,native,0.164875,0.630922,0.726755,0.999393
mlaad,real/E_0000620787.flac,0,real,bonafide (ASVspoof5),clean,,native,0.182973,0.492299,0.658843,0.999445
mlaad,real/E_0000626300.flac,0,real,bonafide (ASVspoof5),clean,,native,0.170004,0.291936,0.328337,0.456515
mlaad,real/E_0000630850.flac,0,real,bonafide (ASVspoof5),clean,,native,0.392636,0.341374,0.318525,0.005561
mlaad,real/E_0000641022.flac,0,real,bonafide (ASVspoof5),clean,,native,0.670973,0.931267,0.979619,0.999475
mlaad,real/E_0000648179.flac,0,real,bonafide (ASVspoof5),clean,,native,0.200707,0.575463,0.701959,0.99976
mlaad,real/E_0000675876.flac,0,real,bonafide (ASVspoof5),clean,,native,0.299998,0.221994,0.046633,0.002593
mlaad,real/E_0000685013.flac,0,real,bonafide (ASVspoof5),clean,,native,0.419397,0.780635,0.824739,0.999328
mlaad,real/E_0000686650.flac,0,real,bonafide (ASVspoof5),clean,,native,0.420927,0.852443,0.929929,0.998372
mlaad,real/E_0000698076.flac,0,real,bonafide (ASVspoof5),clean,,native,0.586727,0.687248,0.864793,0.379735
mlaad,real/E_0000701530.flac,0,real,bonafide (ASVspoof5),clean,,native,0.434815,0.902833,0.97044,0.999973
mlaad,real/E_0000705585.flac,0,real,bonafide (ASVspoof5),clean,,native,0.352772,0.371773,0.168957,0.000939
